num_age,num_annual_income,num_contract_tenure_years,num_years_with_license,num_vehicle_age,num_annual_mileage,num_previous_claims_count,num_late_payments_count,num_credit_score,num_household_size,num_insured_value,num_monthly_premium,cat_region,cat_vehicle_type,cat_fuel_type,cat_coverage_level,cat_payment_frequency,cat_home_ownership,cat_profession_segment,cat_prior_fraud_flag,text_feature,target,num_irrelevant_0,num_irrelevant_1,num_irrelevant_2,num_irrelevant_3,num_irrelevant_4,num_duplicate_0,num_duplicate_1,num_constant_0,num_collinear_0,num_collinear_1,num_collinear_2
,28447.32823934932,2.0,37.0,17.0,23278.17034114695,2.0,0.0,475.31072303560745,5.0,24084.511114584708,33.14811140118725,rural,sport,,tous_risques,mensuel,proprietaire,employe,non,,1,,,-1.8745534393726775,-0.8668279681269727,,63.000998152167924,28447.32884020441,1.0,59.75576457489383,27200.539919839,
44.0,15697.331713090087,13.0,22.0,18.0,19497.182174177018,,1.0,525.122295959899,2.0,9046.45110801882,89.31070189793691,rural,sport,essence,tiers,,proprietaire,employe,non,"Le dossier a fait l'objet d'une revue selon le processus standard. La fiche client a été révisée lors du dernier contrôle qualité. Le client réside principalement en zone rural. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : ancienneté, token_28, token_11.",1,0.08128173067228614,-1.4844889344063155,,0.5082631436790392,,44.00181924297313,15697.332325262209,1.0,,12651.627993184728,
38.0,,,14.0,18.0,23377.66031829443,0.0,,787.2189750326656,5.0,25319.73109593797,84.81577081047847,periurbain,utilitaire,essence,,mensuel,locataire,employe,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier de souscription est associé à un canal web. Le contexte socioprofessionnel est associé à la catégorie employe. Mots-clés dossier : token_70, indemnisation, expertise. Le dossier a fait l'objet d'une revue selon le processus standard. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier a fait l'objet d'une revue selon le processus standard.",1,-0.34279894013927564,,2.005054180793226,,1.2469892108488418,37.999460648516724,8000.000973803428,1.0,33.86488487738261,6752.1011284767965,14.872039701794371
73.0,,18.0,48.0,14.0,,0.0,,655.1292667260013,,13149.649763000009,83.76183252639659,rural,berline,electrique,tiers,,locataire,employe,non,"La fiche client a été révisée lors du dernier contrôle qualité. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule assuré présente une ancienneté élevée. Mots-clés dossier : token_78, exposition, token_77. Le kilométrage annuel déclaré est modéré.",0,-0.14838673738278838,0.7145088617760901,-0.4535455492177595,0.09412024781411352,,73.00207640813711,22141.31785844586,,66.88120728684802,19285.327203611916,15.110793613148736
,,24.0,2.0,6.0,,0.0,0.0,626.6591978827705,3.0,26112.2638120114,,periurbain,citadine,electrique,tous_risques,trimestriel,,retraite,,"Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_53, token_33, retard. Le dossier a fait l'objet d'une revue selon le processus standard. La fiche client a été révisée lors du dernier contrôle qualité.",0,1.4401766501750517,-0.32267256958705864,-0.4570788714111525,,1.1189437827426731,,,1.0,24.726111712831038,,20.83404706059857
36.0,33329.39567030118,,7.0,,10248.576323993915,0.0,0.0,627.0866337462212,,3499.1541485578146,,rural,suv,hybride,tiers_plus,mensuel,proprietaire,cadre,non,"Mots-clés dossier : token_44, token_39, token_63. Le véhicule assuré présente une ancienneté élevée. Le client réside principalement en zone rural. Les informations contractuelles sont cohérentes avec la demande en cours. Les éléments déclaratifs ont été consolidés dans le dossier. Le niveau de garantie demandé correspond à une formule tiers_plus. Les éléments déclaratifs ont été consolidés dans le dossier.",0,-1.804167179285368,,0.11193624785298321,-0.00035066499923476496,1.334447949409194,,,1.0,,28887.037239683097,21.438300734167292
36.0,77357.74011731846,0.0,14.0,4.0,4674.079929943906,0.0,0.0,605.3659291363906,5.0,9855.707827457387,39.42289140339086,,berline,electrique,,mensuel,,independant,,"La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : urbain, trajet, token_5. L'historique de sinistres est décrit comme sans antécédent récent. Les éléments déclaratifs ont été consolidés dans le dossier. L'historique de sinistres est décrit comme sans antécédent récent. Les éléments déclaratifs ont été consolidés dans le dossier.",0,0.8084102964421193,-2.0785648343072176,0.8719531689814579,,,36.000607183356784,77357.73995690726,1.0,33.07592158579432,68648.56833709247,0.37406664243679577
,60948.61112767008,13.0,43.0,2.0,15857.877847210246,1.0,0.0,637.1436050612597,2.0,,30.981409143120324,urbain,citadine,,tiers,mensuel,locataire,cadre,non,"Le kilométrage annuel déclaré est modéré. Le dossier a fait l'objet d'une revue selon le processus standard. Le dossier de souscription est associé à un canal web. Le client présente un comportement de paiement régulier. Mots-clés dossier : trajet, token_14, token_8. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule assuré présente une ancienneté faible.",0,-0.4110938336859186,-1.0457489841988854,0.3238843580163247,0.684211327440403,-1.123620847823532,,60948.610145413506,,61.27819369397996,54716.14863316345,10.62854214339669
85.0,39137.380559370686,24.0,62.0,15.0,17558.724770639055,0.0,,611.6504539928883,3.0,2000.0,37.01747661167134,urbain,berline,hybride,tous_risques,trimestriel,proprietaire,cadre,non,,0,-0.35350536417723005,-1.1077648279258763,-0.878515363894738,0.3267296723320144,-0.4129270896674621,85.00116539300225,39137.379565352065,1.0,,35758.59547952602,22.897182022483374
,47529.18250717051,,32.0,20.0,,1.0,,,2.0,20861.535557155137,31.98013706415871,urbain,berline,,tous_risques,mensuel,proprietaire,,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : véhicule, gestionnaire, profil. Aucun élément majeur de vigilance n'est identifié à ce stade. Le risque observé reste contenu dans les standards du portefeuille. Les éléments déclaratifs ont été consolidés dans le dossier. Le client réside principalement en zone urbain. Le kilométrage annuel déclaré est modéré.",0,-0.4625920839130572,-0.5530164409193091,0.006029784267314518,0.7541098457394426,1.5255533932304268,55.00047322434753,47529.18265157767,1.0,52.48887031079919,,8.694350344376732
78.0,29968.511546287347,16.0,51.0,19.0,22280.453697031815,,0.0,542.0967449144977,,13340.353616411627,64.63240520685507,periurbain,sport,diesel,tiers_plus,trimestriel,proprietaire,retraite,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Le type de contrat principal ressort comme auto. Mots-clés dossier : token_55, stabilité, token_73. La fiche client a été révisée lors du dernier contrôle qualité. Le véhicule couvert est de type sport. Le contexte socioprofessionnel est associé à la catégorie retraite.",1,,1.1899786548204692,-1.2620732377382105,1.4663584692552545,-0.3199220837364659,77.99982780269028,29968.511332371312,1.0,71.24512179219022,26301.327782678367,13.268672599491651
47.0,29380.259650881104,8.0,,7.0,23611.579729374105,1.0,,594.8826535415426,2.0,25363.84029398307,113.10328552847892,periurbain,suv,diesel,tiers_plus,,,,non,"La fiche client a été révisée lors du dernier contrôle qualité. Le profil de conduite est rapproché d'un usage intensif. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : analyse, token_33, token_46. Le type de contrat principal ressort comme auto. Les informations contractuelles sont cohérentes avec la demande en cours.",1,0.9565777102658579,-0.9256428921166886,0.7511171903326616,0.7174927750233194,-0.5785986072078203,46.99864009558398,29380.26066962852,1.0,41.765760796056064,27294.605968308417,7.1780655686279635
77.0,43976.35931850072,0.0,49.0,17.0,13539.27714346018,1.0,0.0,636.6879328128053,1.0,17415.00029163009,55.469957780391844,urbain,citadine,essence,tiers,mensuel,locataire,,non,,1,-0.5032567652584813,-0.23588824614868378,-1.0235832577881496,-4.744372552550669,-1.1066842782258333,77.00156587514196,43976.358958253564,1.0,,161126.16560777355,-0.12236556966387922
62.0,34218.341439011485,0.0,35.0,11.0,15042.44558245023,2.0,1.0,613.7068784649199,1.0,24067.67701376731,47.42214218429136,,sport,hybride,tous_risques,mensuel,proprietaire,independant,non,"Mots-clés dossier : token_26, token_28, token_58. Le contexte socioprofessionnel est associé à la catégorie independant. Le client réside principalement en zone urbain. Le kilométrage annuel déclaré est modéré. Les informations disponibles sont compatibles avec une analyse automatisée. Le contexte socioprofessionnel est associé à la catégorie independant. La fiche client a été révisée lors du dernier contrôle qualité. L'historique de sinistres est décrit comme répété.",1,0.02458855635431925,-1.0136927753735652,,-0.8084105470024198,1.1947933756605724,,34218.34126141425,,55.5138230837564,31162.39188313058,-0.1212688098536211
71.0,61618.09256570629,12.0,45.0,,,0.0,2.0,768.6456673419336,6.0,2000.0,46.86560139498826,,sport,,tous_risques,,,independant,,"Les informations contractuelles sont cohérentes avec la demande en cours. L'historique de sinistres est décrit comme sans antécédent récent. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier de souscription est associé à un canal web. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : historique, client, fréquence.",0,-0.4970202927421247,2.438020387209868,,-0.3933586590459617,-0.11368339222734736,71.00046359758562,61618.09353665669,1.0,63.319763340321636,51228.517947072105,11.516421013576185
18.0,48037.30133972185,,0.0,14.0,,2.0,0.0,,5.0,19598.206255046265,99.29233750003597,urbain,,essence,tiers,,proprietaire,cadre,,"Les éléments déclaratifs ont été consolidés dans le dossier. Les informations contractuelles sont cohérentes avec la demande en cours. Une fréquence de sinistres supérieure à la moyenne est observée. Mots-clés dossier : professionnel, ancienneté, token_67. Les informations disponibles sont compatibles avec une analyse automatisée. Le contexte socioprofessionnel est associé à la catégorie cadre. Le comportement de paiement apparaît irrégulier sur la période récente.",1,,1.2339185526220158,0.8019384956383794,,1.3624384359437032,17.99854616239233,48037.30260075829,,,44301.14436118879,15.45397790246685
77.0,19442.64661200006,0.0,57.0,,,,,,5.0,15946.299783178223,,,berline,diesel,tiers,,locataire,sans_emploi,non,,1,1.1182057411452337,-0.271545999541489,1.33857544517576,-0.6370914732905527,-0.2904266241898428,76.99984451383244,19442.646238308505,1.0,,16440.70190196234,
29.0,12156.514438497263,12.0,,14.0,13866.243445227377,0.0,0.0,711.9354957766772,6.0,28484.07297611509,72.66553444384357,,citadine,diesel,tous_risques,mensuel,locataire,independant,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : garantie, token_40, token_13. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de garantie demandé correspond à une formule tous_risques. Les éléments déclaratifs ont été consolidés dans le dossier. Le profil de conduite est rapproché d'un usage classique.",0,1.1370413100396395,0.7130005052148425,-1.5386170123621303,,-0.40177429955055477,28.99997745016377,,1.0,27.17936929729964,12781.19494947436,11.132283665447027
41.0,38545.92384826221,4.0,20.0,4.0,10430.727735065018,,0.0,790.0208548428923,3.0,12255.990818233504,58.780381392395846,,utilitaire,essence,tous_risques,trimestriel,,employe,,,0,-1.222082996172556,1.3162685048271143,0.5743861334859336,1.349825686921629,,,,1.0,36.75042301498104,,2.8189334993672883
37.0,55270.04620763248,1.0,17.0,2.0,11998.622113069516,1.0,0.0,568.2732312613063,4.0,20864.36684613174,33.293495716571144,urbain,suv,diesel,tiers,mensuel,,cadre,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Les informations disponibles sont compatibles avec une analyse automatisée. Le kilométrage annuel déclaré est modéré. Mots-clés dossier : token_4, dossier, token_38. Le contexte socioprofessionnel est associé à la catégorie cadre. Le niveau de paiement observé est régulier. L'historique de sinistres est décrit comme ponctuel. Le dossier a fait l'objet d'une revue selon le processus standard.",0,-0.7157283298546367,0.593633254686631,0.32753578821509843,1.8980687954104467,,37.000904864805904,,,31.88645304225761,48676.82195908284,1.18247374262774
75.0,29510.488366306032,19.0,,14.0,23024.800911731785,1.0,,543.3311804147296,,9210.795920915458,,urbain,,essence,tiers_plus,mensuel,proprietaire,sans_emploi,non,"La fiche client a été révisée lors du dernier contrôle qualité. L'ancienneté du contrat peut être qualifiée de ancienne. Mots-clés dossier : token_36, token_57, trajet. Les éléments déclaratifs ont été consolidés dans le dossier. Les informations disponibles sont compatibles avec une analyse automatisée.",1,-0.47408385054395735,-0.45220179842981184,,,-0.6963592418795972,75.00223624887673,19272.377868291784,1.0,71.83242211209804,18306.426086805965,17.829840535038095
64.0,21129.65594602511,,39.0,8.0,13545.62631957732,0.0,0.0,,4.0,21190.307319695417,,urbain,citadine,essence,tiers,mensuel,,sans_emploi,,"Le véhicule assuré présente une ancienneté intermédiaire. Le dossier de souscription est associé à un canal web. La fiche client a été révisée lors du dernier contrôle qualité. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_74, token_2, token_63. Le gestionnaire a intégré les mises à jour du profil assuré.",0,,,-1.5027478016636118,-0.9878897944190677,-0.3283834369893421,64.00055163118387,21129.656466511984,1.0,60.320709780588786,18136.442677938925,10.886440728855785
29.0,74442.33229965591,9.0,11.0,14.0,21664.982570237353,0.0,0.0,751.6614801062105,,,69.78085719226695,periurbain,,hybride,,mensuel,proprietaire,sans_emploi,non,"Le gestionnaire a intégré les mises à jour du profil assuré. L'historique de sinistres est décrit comme sans antécédent récent. Le véhicule couvert est de type berline. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_28, token_76, token_1. L'historique de sinistres est décrit comme sans antécédent récent. Les informations contractuelles sont cohérentes avec la demande en cours.",0,-0.187570472072517,0.990856719268297,,-0.35770268441752284,-0.19847855385642482,,74442.33231972414,1.0,27.665579594416634,66590.02678427719,8.310191615142045
,36481.23491772935,25.0,45.0,11.0,25872.31405136019,1.0,,648.6154621710934,5.0,27482.185764600006,91.88206660744257,rural,berline,essence,,annuel,proprietaire,retraite,non,"Le niveau de garantie demandé correspond à une formule tous_risques. Le gestionnaire a intégré les mises à jour du profil assuré. Le client réside principalement en zone rural. Les informations contractuelles sont cohérentes avec la demande en cours. Le véhicule assuré présente une ancienneté élevée. Le véhicule assuré présente une ancienneté élevée. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : historique, token_46, gestionnaire.",0,,,-1.0144278170692134,1.4379610562319323,0.1827983844664541,,36481.23389525752,1.0,60.48436217135761,32261.84441091457,22.843954169705334
,30698.25793444866,1.0,,9.0,10951.35155534829,1.0,0.0,624.6208545194759,,22416.798669296702,76.49808203601782,periurbain,citadine,essence,tous_risques,annuel,proprietaire,,non,"Le dossier de souscription est associé à un canal web. Le risque observé reste contenu dans les standards du portefeuille. Mots-clés dossier : token_26, token_21, résiliation. Le niveau de paiement observé est régulier. Le client présente un comportement de paiement régulier.",0,2.0949161191569057,-0.32922496051879,0.1031526984901052,,-1.2391757045268559,35.99873159435352,,,34.690477829109724,27584.609799782378,0.8975379005195683
64.0,75815.68754815597,3.0,35.0,,19597.00464381005,0.0,0.0,,6.0,34833.47199525912,63.38601680277944,urbain,berline,diesel,tiers_plus,annuel,proprietaire,,non,,0,0.8938859041085939,-1.1759836236146073,-0.6533925172114752,-1.2012829864312347,0.33839743351688417,63.99962839713367,75815.68787026888,1.0,,64565.5611160901,2.8477853215659947
54.0,,22.0,28.0,,18905.494709701987,0.0,0.0,648.4912157756977,,16505.054126167324,,,,diesel,tiers_plus,mensuel,proprietaire,retraite,,"Aucun élément majeur de vigilance n'est identifié à ce stade. Le profil semble stable au regard de l'historique disponible. Mots-clés dossier : token_33, client, token_78. Le kilométrage annuel déclaré est élevé. Le client réside principalement en zone urbain. Les informations contractuelles sont cohérentes avec la demande en cours. L'historique de sinistres est décrit comme sans antécédent récent.",0,0.5101496889064827,0.2965705514976033,-1.1332421921649036,1.1151309868184598,-1.8912676158456827,,31300.309675595898,,48.7614599449332,,19.22854367012359
70.0,17937.01832816264,,,,10217.81212474644,,1.0,,4.0,13851.346212734328,,urbain,utilitaire,essence,tous_risques,mensuel,proprietaire,cadre,,"Mots-clés dossier : surprime, retard, token_68. Le niveau de garantie demandé correspond à une formule tous_risques. Le client présente un comportement de paiement régulier. Le profil semble stable au regard de l'historique disponible. Les éléments déclaratifs ont été consolidés dans le dossier.",0,1.1380233707603677,,-0.030961475763777647,1.0945728468912947,-1.640691098102778,70.0000640960649,,1.0,62.79959787891381,15264.890567632152,19.928929581473213
79.0,79582.54603471399,15.0,59.0,,2284.380321302813,0.0,0.0,573.8553009658349,3.0,25645.584468946374,,,citadine,essence,tiers_plus,mensuel,,sans_emploi,non,,0,-1.669816509015941,-6.93185041618461,,,0.628820171267502,,37339.56675649668,1.0,74.27412344017091,33978.05784686945,14.363592341994288
,16022.313475618907,,,5.0,27445.53615245496,0.0,0.0,1385.8954304259817,2.0,25674.338664744995,107.59539501437759,urbain,suv,essence,tiers,annuel,,etudiant,non,"Mots-clés dossier : kilométrage, token_55, token_79. La fiche client a été révisée lors du dernier contrôle qualité. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule assuré présente une ancienneté intermédiaire. Le kilométrage annuel déclaré est élevé. Le véhicule assuré présente une ancienneté intermédiaire.",1,-0.18286702917308253,-0.09307939318768862,-0.2771226639330531,-0.3610286957648064,-0.15557857959145702,,,,20.79672839272357,15368.481555125576,13.420556246626075
,10638.532339619487,2.0,,,30299.109532861294,,0.0,745.0460618607335,2.0,,65.01602383962837,urbain,berline,essence,,mensuel,locataire,independant,non,,0,0.10619652080205255,-1.2301048046304996,-0.3066071995896832,-0.6763358264953024,1.824129619134501,62.00019860627065,10638.533138605642,,,10341.498114164946,2.5075379962675783
,51445.7479260129,4.0,5.0,,11767.387023385276,1.0,0.0,,3.0,,88.04321013952047,urbain,berline,hybride,tiers_plus,mensuel,,retraite,non,"Le véhicule assuré présente une ancienneté intermédiaire. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_62, contrat, token_47. Le contexte socioprofessionnel est associé à la catégorie retraite. Les informations disponibles sont compatibles avec une analyse automatisée.",0,-3.736166362892629,-0.019576609746422807,,-0.5824910591783193,-0.44472449059389435,,,1.0,,48611.24198566514,3.0630495512346574
80.0,85051.84514890709,11.0,54.0,,25010.26912329944,0.0,0.0,668.8068153991009,,18787.35044217722,67.77812841368214,urbain,,hybride,tiers,,locataire,employe,non,"Le dossier a fait l'objet d'une revue selon le processus standard. L'historique de sinistres est décrit comme sans antécédent récent. Le profil de conduite est rapproché d'un usage intensif. Les informations disponibles sont compatibles avec une analyse automatisée. Le client réside principalement en zone urbain. Mots-clés dossier : token_47, vigilance, professionnel.",0,0.5801441627867698,1.032497132872673,-0.2580440703026197,,,80.00003720143184,,1.0,74.1066681483383,24002.27752449222,9.070858547074423
76.0,43857.311322264715,0.0,57.0,12.0,1000.0,1.0,0.0,602.2988633174144,3.0,,118.0231177627486,periurbain,sport,essence,tiers,mensuel,locataire,retraite,,"Mots-clés dossier : risque, token_76, token_57. Le dossier présente plusieurs facteurs aggravants nécessitant une vigilance renforcée. Les informations contractuelles sont cohérentes avec la demande en cours. Le client réside principalement en zone periurbain. Le profil ressort comme plus exposé que la moyenne du portefeuille. Le dossier de souscription est associé à un canal web.",1,-0.8819333359766204,0.6283035473640242,-0.028340669685186618,-0.3837988883040404,-1.9430735554089607,75.99921155983644,43857.31240608204,,65.06331011578493,,2.2071886442662834
82.0,18282.457414085562,12.0,60.0,20.0,,1.0,,515.8948814017078,6.0,18414.339286471662,73.12943138117488,periurbain,utilitaire,,tiers,mensuel,proprietaire,,non,,1,-0.0450168210934959,0.7503086255880996,1.2720963150426365,,,82.00041003737662,,1.0,73.7626559414261,16503.71244481679,10.463812424315917
42.0,32156.02869730768,6.0,,17.0,16892.44086175784,1.0,0.0,,4.0,14057.821177952394,,rural,,essence,tiers_plus,mensuel,locataire,retraite,,"Le type de contrat principal ressort comme auto. Le profil de conduite est rapproché d'un usage classique. Le type de contrat principal ressort comme auto. Les informations disponibles sont compatibles avec une analyse automatisée. Le gestionnaire a intégré les mises à jour du profil assuré. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : retard, token_29, token_31.",1,-1.132208982941976,0.1500401772880872,-0.3129090601301462,1.373410775298425,0.9348835299949855,,32156.028877877412,1.0,37.521726073441606,28823.08475856747,5.499732916761272
59.0,16329.14630879867,17.0,38.0,6.0,5653.329029182427,1.0,0.0,540.6875922045137,6.0,29100.512973490524,39.16182068330013,,suv,hybride,tous_risques,annuel,,etudiant,non,"Le client réside principalement en zone periurbain. Aucun élément majeur de vigilance n'est identifié à ce stade. Le profil de conduite est rapproché d'un usage occasionnel. Le type de contrat principal ressort comme auto. Mots-clés dossier : token_60, échéance, franchise. Le client présente un comportement de paiement régulier. L'historique de sinistres est décrit comme ponctuel.",0,,0.5407438805544443,-0.45752245517709256,-1.0444447178366731,1.4425626378958354,59.00008086019956,16329.147027014918,1.0,53.95859739429022,14742.370884496384,14.985755454631466
,,,36.0,5.0,6998.281542446218,1.0,2.0,787.7999009417921,5.0,12113.866094689796,51.09197883919227,urbain,suv,,tous_risques,annuel,proprietaire,independant,,"Le niveau de paiement observé est irrégulier. Le niveau de garantie demandé correspond à une formule tous_risques. Mots-clés dossier : sévérité, token_15, token_37. Les informations disponibles sont compatibles avec une analyse automatisée. L'historique de sinistres est décrit comme ponctuel. Le dossier a fait l'objet d'une revue selon le processus standard.",0,0.2502413337215421,1.1700704708080036,1.4138862033915889,-0.30974347324898543,-1.6014908594951736,,20904.614072237913,1.0,48.3835175076621,17157.90707232593,6.538442949286257
22.0,,2.0,0.0,7.0,13908.4710479872,1.0,,613.0087361853613,,7872.044896946734,41.5624624319532,urbain,citadine,electrique,tiers,mensuel,locataire,sans_emploi,non,,1,0.5791532958143106,-0.32758584375256455,1.0057994060605902,0.36545201273010325,0.39442052392850097,21.99985878657805,64022.98445805268,1.0,20.465346903569962,54288.6576164263,1.6186319009462542
52.0,48008.00578055906,2.0,27.0,,21428.65272306573,0.0,,608.5646514534279,,25064.621389326887,,urbain,,hybride,tiers,mensuel,locataire,retraite,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : résiliation, trajet, token_30. Le gestionnaire a intégré les mises à jour du profil assuré. Le kilométrage annuel déclaré est élevé. Le profil de conduite est rapproché d'un usage intensif. Les informations contractuelles sont cohérentes avec la demande en cours. Le gestionnaire a intégré les mises à jour du profil assuré. L'historique de sinistres est décrit comme sans antécédent récent.",0,-1.422133623302383,0.4277514122742716,-0.5488404597435833,-0.6210829303461245,1.1588601336392523,,48008.00526576775,1.0,45.73712921196731,46766.34845506952,0.8898673555825483
53.0,,,27.0,6.0,21190.696197357614,1.0,0.0,721.6938205224636,4.0,18361.539033406243,53.50390796984661,periurbain,berline,diesel,tiers_plus,mensuel,proprietaire,,non,"Le type de contrat principal ressort comme auto. Mots-clés dossier : token_28, token_21, token_68. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier de souscription est associé à un canal web.",0,-0.11234522073637482,1.8107816540627553,-1.579166610081485,1.4175842133571985,1.6169314801096928,53.000712362167604,46919.21422413277,1.0,50.249070406801664,43762.149393854896,1.102511513965556
60.0,35670.78507663846,9.0,41.0,15.0,15436.134039202601,0.0,,,,29611.031480653375,77.19563208649211,urbain,citadine,hybride,tiers_plus,,locataire,employe,,"Le dossier a fait l'objet d'une revue selon le processus standard. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_74, token_47, token_67. Le gestionnaire a intégré les mises à jour du profil assuré. Les éléments déclaratifs ont été consolidés dans le dossier.",0,,0.43138241913797704,-0.03139667332773619,,-0.451002792414215,60.00034468054443,,1.0,,,8.454828188199606
35.0,30446.824017334475,,16.0,9.0,,,,,1.0,23172.426330977432,80.98001303443186,rural,utilitaire,essence,tous_risques,mensuel,locataire,retraite,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Les informations contractuelles sont cohérentes avec la demande en cours. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : stabilité, sinistre, token_51. Le kilométrage annuel déclaré est élevé. Les éléments déclaratifs ont été consolidés dans le dossier.",0,,0.6004712963724111,-1.9897324252143471,0.12809798875837125,0.18379476837213626,35.001549600365166,30446.82291506209,1.0,,,10.30502261546637
23.0,35585.93544777087,7.0,0.0,6.0,,0.0,0.0,800.5655466820476,4.0,9163.269791039866,96.62440708790317,,citadine,hybride,tiers,mensuel,,,,"Le dossier a fait l'objet d'une revue selon le processus standard. Le profil de conduite est rapproché d'un usage classique. Mots-clés dossier : token_65, token_25, token_66. Les éléments déclaratifs ont été consolidés dans le dossier. Le véhicule couvert est de type citadine. La fiche client a été révisée lors du dernier contrôle qualité. Les informations contractuelles sont cohérentes avec la demande en cours.",1,0.20802285646522872,,-1.1549001500158247,-0.15785722947777941,-0.31280812640285754,23.00050548456326,35585.936117395024,1.0,23.062000081614777,32584.04095230994,5.667956205779921
19.0,29121.991771286866,,0.0,,10426.776994457628,0.0,,865.7352080128787,2.0,32845.11013994179,74.19534176450716,urbain,suv,electrique,tiers_plus,mensuel,proprietaire,sans_emploi,,"Mots-clés dossier : token_53, analyse, token_51. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. L'ancienneté du contrat peut être qualifiée de ancienne. Le gestionnaire a intégré les mises à jour du profil assuré. L'ancienneté du contrat peut être qualifiée de ancienne. Les éléments déclaratifs ont été consolidés dans le dossier. Le profil de conduite est rapproché d'un usage classique.",0,-0.8514167486489732,,,0.4553189504087369,0.7591827936171285,19.00116680253613,,1.0,15.20968407072466,26058.46919867308,21.504012325168322
70.0,44258.68662350577,0.0,45.0,11.0,,0.0,0.0,500.4769635213497,5.0,5537.10261713181,69.85194580609638,urbain,berline,,tiers,mensuel,proprietaire,retraite,non,"L'ancienneté du contrat peut être qualifiée de récente. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier a fait l'objet d'une revue selon le processus standard. La fiche client a été révisée lors du dernier contrôle qualité. L'historique de sinistres est décrit comme sans antécédent récent. Le véhicule couvert est de type berline. Mots-clés dossier : token_36, token_71, véhicule.",0,,,0.38609506705918517,,,69.99856185525167,44258.68729075209,1.0,62.83331825968741,39731.478463726664,2.8850951887736658
66.0,34507.117578996986,54.7275738000056,38.0,,22456.66874993056,1.0,0.0,739.1701721915002,6.0,,79.30648253730438,,citadine,essence,tous_risques,,locataire,sans_emploi,non,"Mots-clés dossier : token_14, kilométrage, sévérité. Le dossier a fait l'objet d'une revue selon le processus standard. Le gestionnaire a intégré les mises à jour du profil assuré. Le dossier a fait l'objet d'une revue selon le processus standard. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Le type de contrat principal ressort comme auto. Le dossier a fait l'objet d'une revue selon le processus standard. Le véhicule assuré présente une ancienneté élevée.",1,0.3981423508895214,-0.014900614663504324,-0.19431413040296006,0.03931565545808383,-0.3121666374545652,66.00045512526115,34507.11741867695,,59.551796209823614,33891.73702830711,13.4359485628372
26.0,39173.427759285565,3.0,0.0,11.0,14048.712660198204,1.0,0.0,,3.0,22208.779418970094,,,citadine,essence,,mensuel,proprietaire,sans_emploi,,"Le dossier a fait l'objet d'une revue selon le processus standard. Le gestionnaire a intégré les mises à jour du profil assuré. Le gestionnaire a intégré les mises à jour du profil assuré. Le client réside principalement en zone urbain. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Les informations contractuelles sont cohérentes avec la demande en cours. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_68, token_4, token_37.",1,0.929306551596202,-0.5032346933060619,0.2390510160615213,-0.4543866073886831,0.8451073762483747,26.000694572103324,39173.427576205155,1.0,23.423782213700765,,
